timestamp,distancs,key,type
0.0,0.0,Shift,keydown
175.50999999046144,175.50999999046144,U,keydown
414.5800001621228,239.07000017166138,r,keydown
876.9500000476819,462.3699998855591,s,keydown
1091.0,214.0499999523181,p,keydown
1306.7750000953656,215.7750000953656,r,keydown
1553.950000047682,247.17499995231628,ü,keydown
1846.1200001239758,292.17000007629395,n,keydown
2023.1200001239758,177.0,g,keydown
2141.495000123976,118.375,l,keydown
2390.9000000953656,249.40499997138977,i,keydown
2553.1749999523145,162.27499985694885,c,keydown
2701.1050000190717,147.9300000667572,h,keydown
2950.164999961851,249.05999994277954, ,keydown
3368.200000047682,418.0350000858307,b,keydown
3499.8900001049024,131.69000005722046,e,keydown
3721.950000047682,222.05999994277954,z,keydown
3858.090000152588,136.140000104906,e,keydown
4072.455000162123,214.36500000953492,i,keydown
5728.455000162123,1656.0,c,keydown
5907.605000019072,179.14999985694885,h,keydown
6113.44500017166,205.8400001525879,n,keydown
6214.5499999523145,101.10499978065491,e,keydown
6383.57000017166,169.0200002193451,t,keydown
6554.355000019072,170.7849998474121,e,keydown
6795.759999990461,241.40499997138977, ,keydown
6948.374999999998,152.61500000953674,d,keydown
7135.490000009535,187.11500000953674,e,keydown
7258.684999942778,123.1949999332428,r,keydown
7450.749999999998,192.06500005722046, ,keydown
7646.795000076292,196.04500007629395,a,keydown
7878.465000152582,231.6700000762903,z,keydown
7879.720000028612,1.2549998760296148,u,keydown
7999.509999990461,119.78999996184939,u,keydown
8537.490000009535,537.9800000190735,Backspace,keydown
8707.450000047682,169.96000003814697,Backspace,keydown
8970.00500011444,262.5550000667572,Backspace,keydown
9323.710000038142,353.7049999237024,u,keydown
9441.710000038142,118.0,s,keydown
9607.980000019072,166.26999998093015, ,keydown
9724.865000009535,116.88499999046326,d,keydown
9845.960000038142,121.09500002860659,e,keydown
10053.950000047682,207.99000000954038,m,keydown
10208.700000047682,154.75, ,keydown
10424.88000011444,216.1800000667572,Shift,keydown
10584.019999980928,159.13999986648923,E,keydown
10746.25500011444,162.23500013351077,n,keydown
10912.00500011444,165.75,g,keydown
11055.309999942778,143.30499982833862,l,keydown
11287.090000152582,231.7800002098047,i,keydown
11368.904999971388,81.81499981880552,s,keydown
11489.095000028612,120.1900000572241,c,keydown
11627.230000019072,138.13499999045962,h,keydown
11772.904999971388,145.67499995231628,e,keydown
11966.009999990461,193.1050000190735,n,keydown
12109.25500011444,143.24500012397766, ,keydown
12305.039999961851,195.7849998474121,e,keydown
12508.210000038142,203.1700000762903,n,keydown
12809.355000019072,301.14499998093015,t,keydown
13062.295000076292,252.94000005722046,l,keydown
13226.269999980928,163.9749999046362,e,keydown
13432.055000066755,205.78500008582705,h,keydown
13657.555000066755,225.5,n,keydown
13883.115000009535,225.55999994277954,t,keydown
14003.965000152582,120.85000014304751,e,keydown
14275.490000009535,271.5249998569525, ,keydown
14803.809999942778,528.3199999332428,Shift,keydown
14945.684999942778,141.875,B,keydown
15416.404999971388,470.72000002861023,e,keydown
15946.670000076292,530.2650001049042,g,keydown
16095.590000152582,148.9200000762903,r,keydown
16283.620000123976,188.0299999713934,i,keydown
16393.455000162125,109.83500003814879,f,keydown
16555.77999997139,162.32499980926514,f,keydown
17265.730000019073,709.9500000476837, ,keydown
17682.78500008583,417.0550000667572,b,keydown
17951.25500011444,268.47000002861023,r,keydown
17954.33500003814,3.0799999236987787,e,keydown
18289.80999994278,335.47499990463984,o,keydown
18863.97500014305,574.1650002002716,Backspace,keydown
19055.05999994278,191.0849997997284,Backspace,keydown
19558.21500015258,503.1550002098011,o,keydown
19661.884999990463,103.66999983788264,w,keydown
19900.06500005722,238.1800000667572,s,keydown
20067.269999980927,167.20499992370605,e,keydown
20467.96500015258,400.6950001716541,n,keydown
20736.15499997139,268.18999981880916, ,keydown
21131.080000162125,394.92500019073486,a,keydown
21231.125,100.04499983787537,m,keydown
21389.230000019073,158.1050000190735, ,keydown
21522.16000008583,132.9300000667572,Shift,keydown
21642.525000095367,120.36500000953674,C,keydown
21777.13000011444,134.6050000190735,o,keydown
21898.085000038147,120.95499992370605,m,keydown
22142.289999961853,244.20499992370605,p,keydown
22451.15499997139,308.86500000953674,u,keydown
22594.620000123978,143.4650001525879,t,keydown
22789.525000095367,194.90499997138977,e,keydown
22879.19500017166,89.67000007629395,r,keydown
23097.230000019073,218.0349998474121, ,keydown
23334.40499997139,237.17499995231628,l,keydown
23434.585000038147,100.1800000667572,e,keydown
23639.509999990463,204.92499995231628,d,keydown
23807.455000162125,167.94500017166138,i,keydown
23959.88000011444,152.42499995231628,g,keydown
24109.85000014305,149.97000002861023,l,keydown
24349.59500002861,239.74499988555908,i,keydown
24481.56500005722,131.97000002861023,c,keydown
24628.400000095375,146.83500003815425,h,keydown
24866.59500002861,238.19499993323552, ,keydown
25027.590000152588,160.99500012397766,d,keydown
25186.30500006675,158.71499991416204,a,keydown
25303.664999961853,117.3599998951031,s,keydown
25541.549999952316,237.88499999046326, ,keydown
25664.039999961853,122.49000000953674,Shift,keydown
25823.78500008583,159.74500012397766,N,keydown
26075.015000104904,251.2300000190735,u,keydown
26202.414999961853,127.39999985694885,t,keydown
26386.93000006675,184.5150001048969,z,keydown
26496.93000006675,110.0,e,keydown
26782.625,285.6949999332501,n,keydown
26981.650000095375,199.0250000953747, ,keydown
27350.920000076294,369.26999998091924,v,keydown
27434.605000019073,83.68499994277954,o,keydown
27630.88000011444,196.27500009536743,n,keydown
27941.705000162125,310.8250000476837, ,keydown
28049.72000002861,108.0149998664856,Shift,keydown
28221.43000006675,171.7100000381397,n,keydown
28332.94000005722,111.50999999047053,a,keydown
28587.985000133514,255.04500007629395,v,keydown
28805.06500005722,217.07999992370605,i,keydown
28987.924999952316,182.85999989509583,g,keydown
29171.16000008583,183.2350001335144,a,keydown
29385.080000162125,213.92000007629395,t,keydown
29567.120000123978,182.03999996185303,i,keydown
29784.06500005722,216.9449999332428,o,keydown
29959.400000095375,175.33500003815425,n,keydown
30075.980000019073,116.57999992369878,s,keydown
30290.400000095375,214.42000007630122,e,keydown
30449.18000006675,158.77999997137522,l,keydown
30580.96000003814,131.77999997138977,e,keydown
30773.049999952316,192.0899999141766,m,keydown
30917.18000006675,144.13000011443364,e,keydown
31060.640000104904,143.46000003815425,n,keydown
31187.289999961853,126.64999985694885,t,keydown
31303.414999961853,116.125,e,keydown
31614.19000005722,310.77500009536743,n,keydown
32408.43499994278,794.2449998855591,Shift,keydown
32729.44000005722,321.0050001144409,/,keydown
33472.545000076294,743.1050000190735,Backspace,keydown
33720.83500003814,248.28999996184575,Shift,keydown
33859.735000133514,138.9000000953747,(,keydown
34592.52999997139,732.7949998378754,",keydown
47056.56500005722,V,keydown
47228.920000076294,O,keydown
47518.78000020981,r,keydown
47776.15000009537,Shift,keydown
48089.13000011444,Backspace,keydown
48257.98000001907,Backspace,keydown
48673.98000001907,o,keydown
48781.25500011444,r,keydown
49008.26999998093,Shift,keydown
49359.71500015259,",keydown
38050.09000015259,3457.560000181198,",",keydown
38286.10500001907,236.0149998664856,Shift,keydown
38286.96000003814,0.8550000190662104, ,keydown
38585.900000095375,298.940000057235,",keydown
50950.89499998093,Z,keydown
52096.360000133514,u,keydown
52326.25,r,keydown
52678.0600001812,ü,keydown
52847.5,c,keydown
53078.44000005722,k,keydown
53169.580000162125,Shift,keydown
53327.18000006676,",keydown
42532.35500001907,3946.454999923699,",",keydown
42788.515000104904,256.1600000858307, ,keydown
42832.36500000953,43.84999990462529,Shift,keydown
43009.485000133514,177.12000012398494,",keydown
55090.32000017166,Shift,keydown
55295.47000002861,I,keydown
55654.27500009537,n,keydown
55825.65000009537,d,keydown
55964.46500015259,e,keydown
56276.9350001812,x,keydown
56524.16000008583,Shift,keydown
56781.87000012398,",keydown
45352.85500001907,2343.369999885559, ,keydown
45542.830000162125,189.97500014305115,e,keydown
45761.96000003814,219.12999987601506,t,keydown
45929.875,167.9149999618603,c,keydown
46274.765000104904,344.8900001049042,.,keydown
46442.00999999046,167.24499988555908,Shift,keydown
46663.10000014305,221.0900001525879,),keydown
47303.05500006675,639.9549999236988, ,keydown
47610.65499997139,307.59999990463984,z,keydown
47735.84500002861,125.19000005722046,u,keydown
48018.390000104904,282.54500007629395,m,keydown
48183.34500002861,164.95499992370605, ,keydown
48481.28999996185,297.9449999332428,l,keydown
48846.23000001907,364.94000005722046,Backspace,keydown
48944.13000011444,97.90000009536743,Shift,keydown
49109.25500011444,165.125,L,keydown
49331.48000001907,222.22499990463257,e,keydown
49503.69000005722,172.21000003814697,s,keydown
49653.38000011444,149.69000005722046,e,keydown
49965.33500003814,311.9549999236988,n,keydown
50218.450000047684,253.11500000954402, ,keydown
50509.43499994278,290.9849998950958,v,keydown
50636.610000133514,127.17500019073486,o,keydown
50792.60000014305,155.99000000953674,n,keydown
51026.450000047684,233.84999990463257, ,keydown
51086.78500008583,60.33500003814697,Shift,keydown
51321.65499997139,234.86999988555908,t,keydown
51385.28500008583,63.63000011444092,e,keydown
51635.55999994278,250.27499985694885,x,keydown
51767.18499994278,131.625,t,keydown
52227.49500012398,460.3100001811981,Backspace,keydown
52383.52999997139,156.0349998474121,Backspace,keydown
52548.26999998093,164.74000000953674,Backspace,keydown
52699.66000008583,151.39000010490417,Backspace,keydown
52939.53999996185,239.87999987602234,Shift,keydown
53146.80500006675,207.2650001048969,T,keydown
53275.96500015259,129.16000008583796,e,keydown
53513.80999994278,237.84499979019165,x,keydown
53719.75999999046,205.95000004768372,t,keydown
53886.78999996185,167.02999997138977,e,keydown
54708.735000133514,821.9450001716614,n,keydown
54955.73000001907,246.99499988555908, ,keydown
55562.0,606.2699999809265,b,keydown
55884.94000005722,322.94000005722046,t,keydown
56444.860000133514,559.920000076294,Backspace,keydown
56691.91499996185,247.05499982833862,z,keydown
57212.00999999046,520.0950000286102,w,keydown
57457.15499997139,245.1449999809265,.,keydown
58112.56500005722,655.4100000858307, ,keydown
59686.50999999046,1573.9449999332428,Shift,keydown
59912.545000076294,226.0350000858307,T,keydown
60045.49000000954,132.9449999332428,e,keydown
60324.330000162125,278.8400001525879,x,keydown
60511.49500012398,187.16499996185303,t,keydown
60789.65000009537,278.15499997138977,d,keydown
61167.63499999046,377.9849998950958,a,keydown
61609.74500012398,442.1100001335144,t,keydown
61823.700000047684,213.95499992370605,e,keydown
62090.71000003815,267.00999999046326,i,keydown
62458.75999999046,368.0499999523163,e,keydown
63323.26999998093,864.5099999904633,n,keydown
63957.85500001907,634.585000038147,.,keydown
64211.765000104904,253.9100000858307, ,keydown
64290.36500000954,78.59999990463257,Shift,keydown
64551.455000162125,261.0900001525879,E,keydown
64939.81500005722,388.3599998950958,r,keydown
65159.60000014305,219.7850000858307,w,keydown
65374.21500015259,214.61500000953674,e,keydown
65569.8900001049,195.67499995231628,i,keydown
65708.09000015259,138.20000004768372,t,keydown
65902.02500009537,193.93499994277954,e,keydown
66027.10500001907,125.07999992370605,r,keydown
66268.18499994278,241.07999992370605,t,keydown
66613.82500004768,345.6400001049042, ,keydown
67033.83500003815,420.00999999046326,w,keydown
67286.05999994278,252.22499990463257,u,keydown
67393.93499994278,107.875,r,keydown
67628.08000016212,234.1450002193451,d,keydown
67742.35500001907,114.27499985694885,e,keydown
67979.34500002861,236.99000000953674, ,keydown
68218.1700000763,238.82500004768372,d,keydown
68483.60500001907,265.43499994277954,i,keydown
68588.55500006676,104.95000004768372,e,keydown
68813.27500009537,224.72000002861023,s,keydown
68870.25,56.97499990463257,e,keydown
69021.25,151.0,r,keydown
69392.26999998093,371.0199999809265, ,keydown
69467.49000000954,75.22000002861023,Shift,keydown
69743.77999997139,276.289999961853,B,keydown
69859.30500006676,115.52500009536743,e,keydown
70117.57500004768,258.2699999809265,g,keydown
70220.39499998093,102.8199999332428,r,keydown
70424.46500015259,204.07000017166138,i,keydown
70585.70000004768,161.23499989509583,f,keydown
70757.85500001907,172.15499997138977,f,keydown
70957.95000004768,200.09500002861023, ,keydown
71175.78500008583,217.83500003814697,s,keydown
71500.62000012398,324.835000038147,p,keydown
71842.7650001049,342.1449999809265,ä,keydown
72026.97500014305,184.21000003814697,t,keydown
72229.55500006676,202.57999992370605,e,keydown
72377.88000011444,148.32500004768372,r,keydown
72654.0450000763,276.164999961853, ,keydown
73138.9200000763,484.875,d,keydown
73359.90499997139,220.98499989509583,u,keydown
73436.18499994278,76.27999997138977,r,keydown
73688.50500011444,252.32000017166138,c,keydown
73841.90499997139,153.39999985694885,h,keydown
74080.13499999046,238.2300000190735, ,keydown
74191.84500002861,111.71000003814697,d,keydown
74316.66499996185,124.8199999332428,a,keydown
74445.23000001907,128.56500005722046,s,keydown
74791.09000015259,345.8600001335144, ,keydown
74932.05500006676,140.9649999141693,Shift,keydown
75353.40499997139,421.34999990463257,A,keydown
75633.35000014305,279.9450001716614,u,keydown
75810.38499999046,177.0349998474121,f,keydown
76210.15499997139,399.7699999809265,k,keydown
76421.375,211.22000002861023,o,keydown
76645.35000014305,223.97500014305115,m,keydown
76812.47000002861,167.11999988555908,m,keydown
77037.60500001907,225.13499999046326,e,keydown
77197.17499995232,159.5699999332428,n,keydown
77330.55500006676,133.38000011444092, ,keydown
77585.22500014305,254.67000007629395,v,keydown
77712.40000009537,127.17499995231628,o,keydown
77933.42499995232,221.02499985694885,n,keydown
78254.2650001049,320.8400001525879, ,keydown
78371.6700000763,117.40499997138977,Shift,keydown
78562.57000017165,190.90000009535288,H,keydown
78752.10000014305,189.52999997140432,y,keydown
78973.41499996185,221.31499981880188,p,keydown
79098.35500001907,124.94000005722046,e,keydown
79225.6700000763,127.31500005722046,r,keydown
79449.68499994278,224.0149998664856,t,keydown
79570.86000013351,121.17500019073486,e,keydown
79891.86000013351,321.0,x,keydown
80187.50999999045,295.6499998569343,t,keydown
80290.75999999045,103.25,e,keydown
80826.60000014305,535.8400001526024,n,keydown
81731.92499995232,905.3249998092651,",",keydown
81901.04999995232,169.125, ,keydown
82152.84500002861,251.79500007629395,b,keydown
82370.72500014305,217.88000011444092,e,keydown
82624.94500017165,254.22000002859568,i,keydown
82973.01999998093,348.0749998092797, ,keydown
83351.28999996185,378.2699999809265,d,keydown
83473.94500017165,122.6550002097938,e,keydown
83632.97500014305,159.02999997140432,m,keydown
83766.22000002861,133.24499988555908, ,keydown
83956.36500000954,190.1449999809265,m,keydown
84241.30500006676,284.94000005722046,a,keydown
84565.28500008583,323.9800000190735,n,keydown
84731.25000000001,165.96499991418386, ,keydown
85398.41499996185,667.1649999618385,b,keydown
85556.1900000572,157.77500009535288,e,keydown
85756.09000015257,199.90000009536743,s,keydown
85920.28999996185,164.1999998092797,t,keydown
86338.43000006676,418.1400001049042,i,keydown
86500.16499996185,161.73499989509583,m,keydown
86665.23500013351,165.07000017166138,m,keydown
86823.35000014305,158.11500000953674,t,keydown
86925.30999994278,101.9599997997284,e,keydown
87168.37000012398,243.06000018119812, ,keydown
87452.54999995232,284.1799998283386,Shift,keydown
87802.4200000763,349.87000012397766,Q,keydown
88078.59500002861,276.1749999523163,u,keydown
88203.73000001907,125.13499999046326,e,keydown
88373.65499997139,169.92499995231628,r,keydown
88628.76500010489,255.11000013349985,v,keydown
88948.4500000477,319.68499994280864,e,keydown
89094.49500012398,146.0450000762794,r,keydown
92314.27500009537,3219.7799999713898,w,keydown
92545.26999998093,230.99499988555908,e,keydown
92812.38499999045,267.1150000095222,i,keydown
93090.32000017165,277.9350001811981,s,keydown
94064.32000017165,974.0, ,keydown
94176.2950000763,111.97499990464712,Shift,keydown
94403.4200000763,227.125,(,keydown
94674.47000002861,271.0499999523163,a,keydown
94854.25999999045,179.78999996183848,u,keydown
94966.36000013351,112.1000001430657,c,keydown
95233.15000009537,266.789999961853,h,keydown
95528.41499996185,295.2649998664856, ,keydown
95830.22000002861,301.8050000667572,Shift,keydown
95991.26500010489,161.0450000762794,",keydown
108179.82000017166,H,keydown
108377.41000008583,y,keydown
108574.57000017166,p,keydown
108694.63499999046,e,keydown
108827.61500000954,r,keydown
109160.72500014305,l,keydown
109466.60000014305,i,keydown
109599.67500019073,n,keydown
109757.66500020027,k,keydown
110019.83500003815,s,keydown
110233.10000014305,Shift,keydown
110378.90000009537,",keydown
99118.05999994278,3126.79499983789,Shift,keydown
99432.7950000763,314.7350001335144,),keydown
99707.84500002861,275.0499999523163, ,keydown
99966.8250000477,258.98000001908804,g,keydown
100073.75500011446,106.9300000667572,e,keydown
100197.55999994278,123.80499982832407,n,keydown
100366.87000012398,169.31000018119812,a,keydown
100559.90000009537,193.02999997138977,n,keydown
100735.27999997139,175.37999987602234,n,keydown
100991.72500014305,256.4450001716614,t,keydown
101646.16000008583,654.4349999427795, ,keydown
101858.20500016214,212.0450000763085,w,keydown
102051.12500000001,192.91999983787537,i,keydown
102351.18499994278,300.059999942765,r,keydown
103331.10000014305,979.9150002002716,k,keydown
104080.25000000001,749.1499998569634,e,keydown
104354.39000010489,274.14000010487507,n,keydown
104530.38499999045,175.99499988555908,d,keydown
104664.36000013351,133.9750001430657,e,keydown
104883.38499999045,219.0249998569343, ,keydown
105506.7950000763,623.4100000858452,Shift,keydown
105752.50000000001,245.7049999237206,W,keydown
106325.60500001907,573.1050000190589,ö,keydown
106557.89000010489,232.28500008581614,r,keydown
106706.68000006676,148.78999996186758,t,keydown
107264.97000002861,558.289999961853,e,keydown
107406.74500012398,141.77500009536743,r,keydown
107671.43499994278,264.6899998188019, ,keydown
107842.78999996185,171.3550000190735,a,keydown
108004.84500002861,162.0550000667572,u,keydown
108181.02999997139,176.18499994277954,s,keydown
108483.95500016214,302.9250001907494,w,keydown
108822.15000009537,338.19499993322825,ä,keydown
109091.78500008583,269.63499999046326,h,keydown
109277.78999996185,186.00499987602234,l,keydown
109439.00999999045,161.22000002859568,e,keydown
109648.09000015257,209.08000016212463,n,keydown
109788.17499995232,140.08499979974295, ,keydown
110161.99500012398,373.8200001716614,k,keydown
110365.09000015257,203.09500002859568,a,keydown
110497.00999999045,131.91999983787537,n,keydown
110647.09000015257,150.08000016212463,n,keydown
110882.09000015257,235.0,",",keydown
111112.4500000477,230.35999989512493, ,keydown
111388.99000000954,276.5399999618385,u,keydown
111717.24000000954,328.25,m,keydown
111968.52999997139,251.28999996185303, ,keydown
112443.1900000572,474.66000008581614,z,keydown
112556.55999994278,113.36999988557363,u,keydown
112795.35500001907,238.79500007629395, ,keydown
112994.29999995232,198.9449999332428,e,keydown
113114.12000012398,119.82000017166138,i,keydown
113264.15499997139,150.0349998474121,n,keydown
113371.23500013351,107.08000016212463,e,keydown
113573.21000003815,201.97499990463257,m,keydown
113723.2000000477,149.9900000095513, ,keydown
113933.49000000954,210.28999996183848,a,keydown
114109.48000001907,175.99000000953674,n,keydown
114233.28999996185,123.80999994277954,d,keydown
114418.47000002861,185.1800000667572,e,keydown
114530.50500011446,112.03500008584524,r,keydown
114677.51999998093,147.01499986647104,e,keydown
114787.1700000763,109.65000009536743,n,keydown
114930.50999999045,143.33999991415476, ,keydown
115080.50500011446,149.99500012400676,Shift,keydown
115595.17499995232,514.6699998378608,Shift,keydown
115627.03500008583,31.860000133514404,Shift,keydown
115650.75000000001,23.714999914183863,T,keydown
115786.51500010489,135.76500010487507,e,keydown
116001.03999996185,214.5249998569634,x,keydown
116142.55999994278,141.5199999809265,t,keydown
116368.50500011446,225.94500017167593, ,keydown
116665.70500016214,297.2000000476837,z,keydown
116793.8150000572,128.10999989506672,u,keydown
117050.8250000477,257.00999999049236, ,keydown
117362.90499997139,312.0799999236915,g,keydown
117579.8250000477,216.9200000763085,e,keydown
117745.88499999045,166.05999994275044,l,keydown
117887.90000009537,142.01500010491873,a,keydown
118052.77999997139,164.87999987602234,n,keydown
118479.98000001907,427.2000000476837,g,keydown
118624.98000001907,145.0,e,keydown
118841.93000006676,216.95000004768372,n,keydown
119354.1700000763,512.2400000095367,.,keydown
